"dep","dur","mem","temp","prec","rushhour","rushhour_combined","time","doy","hour","weekday_dummy","month","dur_min_bin","weekend","dur_boxcox"
2021-06-02 15:33:03,2756,"Non-Member",20.9,0,"PM","Rush Hour","15:33:03","06-02","15",1,"Jun",45,"0",12.1362730693138
2021-06-23 15:03:33,807,"Non-Member",14.5,0,"PM","Rush Hour","15:03:33","06-23","15",1,"Jun",13,"0",9.56519612844724
2021-07-21 06:10:05,484,"Non-Member",20,1,"AM","Rush Hour","06:10:05","07-21","06",1,"Jul",8,"0",8.58552101875782
2021-07-14 08:44:28,1220,"Non-Member",24.2,0,"AM","Rush Hour","08:44:28","07-14","08",1,"Jul",20,"0",10.3949839803616
2021-07-07 09:33:26,846,"Non-Member",16.4,0,"AM","Rush Hour","09:33:26","07-07","09",1,"Jul",14,"0",9.65821296088379
2021-07-07 09:56:39,906,"Non-Member",16.4,0,"AM","Rush Hour","09:56:39","07-07","09",1,"Jul",15,"0",9.79404892783603
2021-07-14 08:39:19,1415,"Non-Member",24.2,0,"AM","Rush Hour","08:39:19","07-14","08",1,"Jul",23,"0",10.7012428113362
2021-07-14 23:34:09,737,"Non-Member",24.2,0,"NonPeak","Non-Rush Hour","23:34:09","07-15","23",1,"Jul",12,"0",9.38760819101536
2021-07-21 21:14:56,670,"Non-Member",20,1,"NonPeak","Non-Rush Hour","21:14:56","07-22","21",1,"Jul",11,"0",9.20281174827108
2021-07-28 10:26:05,214,"Non-Member",19.2,0,"NonPeak","Non-Rush Hour","10:26:05","07-28","10",1,"Jul",3,"0",7.12278152146611
2021-07-21 23:30:35,387,"Non-Member",20,1,"NonPeak","Non-Rush Hour","23:30:35","07-22","23",1,"Jul",6,"0",8.17257936288775
2021-07-07 20:30:13,1051,"Non-Member",16.4,0,"NonPeak","Non-Rush Hour","20:30:13","07-08","20",1,"Jul",17,"0",10.0916016797153
2021-07-28 18:50:26,405,"Non-Member",19.2,0,"PM","Rush Hour","18:50:26","07-28","18",1,"Jul",6,"0",8.25576236943612
2021-07-07 18:31:55,214,"Non-Member",16.4,0,"PM","Rush Hour","18:31:55","07-07","18",1,"Jul",3,"0",7.12278152146611
2021-07-28 18:08:34,690,"Non-Member",19.2,0,"PM","Rush Hour","18:08:34","07-28","18",1,"Jul",11,"0",9.25965250095979
2021-07-21 16:48:14,304,"Non-Member",20,1,"PM","Rush Hour","16:48:14","07-21","16",1,"Jul",5,"0",7.73723518477079
2021-07-21 18:40:04,767,"Non-Member",20,1,"PM","Rush Hour","18:40:04","07-21","18",1,"Jul",12,"0",9.46549782125692
2021-08-18 08:41:27,744,"Non-Member",25.4,0,"AM","Rush Hour","08:41:27","08-18","08",1,"Aug",12,"0",9.40603400804212
2021-08-25 07:56:41,308,"Non-Member",26.6,0,"AM","Rush Hour","07:56:41","08-25","07",1,"Aug",5,"0",7.76053898861428
2021-08-18 08:57:38,613,"Non-Member",25.4,0,"AM","Rush Hour","08:57:38","08-18","08",1,"Aug",10,"0",9.03201581949399
2021-08-11 07:40:32,818,"Non-Member",27,1,"AM","Rush Hour","07:40:32","08-11","07",1,"Aug",13,"0",9.59183381660172
2021-08-25 08:04:01,141,"Non-Member",26.6,0,"AM","Rush Hour","08:04:01","08-25","08",1,"Aug",2,"0",6.42029611287108
2021-08-25 13:58:54,486,"Non-Member",26.6,0,"NonPeak","Non-Rush Hour","13:58:54","08-25","13",1,"Aug",8,"0",8.59322252774749
2021-08-18 12:52:58,1309,"Non-Member",25.4,0,"NonPeak","Non-Rush Hour","12:52:58","08-18","12",1,"Aug",21,"0",10.5398442948253
2021-08-11 12:40:30,1466,"Non-Member",27,1,"NonPeak","Non-Rush Hour","12:40:30","08-11","12",1,"Aug",24,"0",10.7750565809352
2021-08-04 20:53:54,734,"Non-Member",21.1,1,"NonPeak","Non-Rush Hour","20:53:54","08-05","20",1,"Aug",12,"0",9.37966320938556
2021-08-11 14:05:10,710,"Non-Member",27,1,"NonPeak","Non-Rush Hour","14:05:10","08-11","14",1,"Aug",11,"0",9.31503095356618
2021-08-04 17:24:51,1541,"Non-Member",21.1,1,"PM","Rush Hour","17:24:51","08-04","17",1,"Aug",25,"0",10.8795176007704
2021-08-18 17:26:52,1056,"Non-Member",25.4,0,"PM","Rush Hour","17:26:52","08-18","17",1,"Aug",17,"0",10.1011880186633
2021-08-11 16:31:44,1160,"Non-Member",27,1,"PM","Rush Hour","16:31:44","08-11","16",1,"Aug",19,"0",10.2918636837371
2021-08-25 18:31:43,1269,"Non-Member",26.6,0,"PM","Rush Hour","18:31:43","08-25","18",1,"Aug",21,"0",10.4758702534585
2021-08-18 18:31:40,533,"Non-Member",25.4,0,"PM","Rush Hour","18:31:40","08-18","18",1,"Aug",8,"0",8.76646951639595
2021-09-08 07:03:18,413,"Non-Member",18.6,1,"AM","Rush Hour","07:03:18","09-08","07",1,"Sep",6,"0",8.29167018069105
2021-09-15 07:28:03,271,"Non-Member",17.6,1,"AM","Rush Hour","07:28:03","09-15","07",1,"Sep",4,"0",7.53370401710541
2021-09-08 08:53:39,257,"Non-Member",18.6,1,"AM","Rush Hour","08:53:39","09-08","08",1,"Sep",4,"0",7.44054659378557
2021-09-08 08:11:18,234,"Non-Member",18.6,1,"AM","Rush Hour","08:11:18","09-08","08",1,"Sep",3,"0",7.27710330949585
2021-09-01 08:54:27,469,"Non-Member",18,0,"AM","Rush Hour","08:54:27","09-01","08",1,"Sep",7,"0",8.52683017205173
2021-09-29 11:47:48,3785,"Non-Member",11.2,0,"NonPeak","Non-Rush Hour","11:47:48","09-29","11",1,"Sep",63,"0",12.8539076414703
2021-09-15 19:28:07,460,"Non-Member",17.6,1,"NonPeak","Non-Rush Hour","19:28:07","09-15","19",1,"Sep",7,"0",8.49080045215228
2021-09-15 12:31:47,1301,"Non-Member",17.6,1,"NonPeak","Non-Rush Hour","12:31:47","09-15","12",1,"Sep",21,"0",10.5271914329018
2021-09-15 22:25:45,140,"Non-Member",17.6,1,"NonPeak","Non-Rush Hour","22:25:45","09-16","22",1,"Sep",2,"0",6.40856707892667
2021-09-15 11:59:17,762,"Non-Member",17.6,1,"NonPeak","Non-Rush Hour","11:59:17","09-15","11",1,"Sep",12,"0",9.45270860039326
2021-09-15 18:46:26,1110,"Non-Member",17.6,1,"PM","Rush Hour","18:46:26","09-15","18",1,"Sep",18,"0",10.2021993869044
2021-09-01 17:16:36,1419,"Non-Member",18,0,"PM","Rush Hour","17:16:36","09-01","17",1,"Sep",23,"0",10.7071178479043
2021-09-22 18:30:13,1017,"Non-Member",20.8,1,"PM","Rush Hour","18:30:13","09-22","18",1,"Sep",16,"0",10.0253054534865
2021-09-29 18:07:00,533,"Non-Member",11.2,0,"PM","Rush Hour","18:07:00","09-29","18",1,"Sep",8,"0",8.76646951639595
2021-09-22 17:12:34,615,"Non-Member",20.8,1,"PM","Rush Hour","17:12:34","09-22","17",1,"Sep",10,"0",9.0382459209784
2021-10-20 09:01:33,963,"Non-Member",11.8,0,"AM","Rush Hour","09:01:33","10-20","09",1,"Oct",16,"0",9.91579894835959
2021-10-06 09:15:17,962,"Non-Member",14.3,0,"AM","Rush Hour","09:15:17","10-06","09",1,"Oct",16,"0",9.91371947718268
2021-10-20 08:12:33,386,"Non-Member",11.8,0,"AM","Rush Hour","08:12:33","10-20","08",1,"Oct",6,"0",8.16785678705108
2021-10-13 07:06:40,503,"Non-Member",16.7,0,"AM","Rush Hour","07:06:40","10-13","07",1,"Oct",8,"0",8.65755898613179
2021-10-06 09:10:20,320,"Non-Member",14.3,0,"AM","Rush Hour","09:10:20","10-06","09",1,"Oct",5,"0",7.82885332270579
2021-10-06 21:36:39,435,"Non-Member",14.3,0,"NonPeak","Non-Rush Hour","21:36:39","10-07","21",1,"Oct",7,"0",8.38728616671756
2021-10-20 02:28:08,1637,"Non-Member",11.8,0,"NonPeak","Non-Rush Hour","02:28:08","10-20","02",1,"Oct",27,"0",11.0067524223137
2021-10-27 01:42:05,2236,"Non-Member",9.6,0,"NonPeak","Non-Rush Hour","01:42:05","10-27","01",1,"Oct",37,"0",11.67573897595
2021-10-13 20:18:32,401,"Non-Member",16.7,0,"NonPeak","Non-Rush Hour","20:18:32","10-14","20",1,"Oct",6,"0",8.23756870775743
2021-10-13 12:16:58,2487,"Non-Member",16.7,0,"NonPeak","Non-Rush Hour","12:16:58","10-13","12",1,"Oct",41,"0",11.9088491571576
2021-10-06 16:34:11,1052,"Non-Member",14.3,0,"PM","Rush Hour","16:34:11","10-06","16",1,"Oct",17,"0",10.0935222226091
2021-10-27 18:03:18,1070,"Non-Member",9.6,0,"PM","Rush Hour","18:03:18","10-27","18",1,"Oct",17,"0",10.1278143026957
2021-10-20 17:36:51,672,"Non-Member",11.8,0,"PM","Rush Hour","17:36:51","10-20","17",1,"Oct",11,"0",9.20856396548265
2021-10-20 16:03:44,645,"Non-Member",11.8,0,"PM","Rush Hour","16:03:44","10-20","16",1,"Oct",10,"0",9.12957570788527
2021-10-13 16:08:22,517,"Non-Member",16.7,0,"PM","Rush Hour","16:08:22","10-13","16",1,"Oct",8,"0",8.70909052092778
2021-05-28 09:42:08,1174,"Member",7.8,0,"AM","Rush Hour","09:42:08","05-28","09",1,"May",19,"0",10.3163468038174
2021-05-28 08:47:34,1542,"Member",7.8,0,"AM","Rush Hour","08:47:34","05-28","08",1,"May",25,"0",10.8808792679879
2021-05-14 07:22:22,277,"Member",17.8,0,"AM","Rush Hour","07:22:22","05-14","07",1,"May",4,"0",7.5723098505072
2021-05-28 09:37:17,825,"Member",7.8,0,"AM","Rush Hour","09:37:17","05-28","09",1,"May",13,"0",9.60861789579834
2021-05-28 08:12:56,550,"Member",7.8,0,"AM","Rush Hour","08:12:56","05-28","08",1,"May",9,"0",8.82576231750244
2021-05-28 19:17:50,826,"Member",7.8,0,"NonPeak","Non-Rush Hour","19:17:50","05-28","19",1,"May",13,"0",9.611005162027
2021-05-28 12:31:43,993,"Member",7.8,0,"NonPeak","Non-Rush Hour","12:31:43","05-28","12",1,"May",16,"0",9.97729764342367
2021-05-07 21:06:32,1276,"Member",9.7,0,"NonPeak","Non-Rush Hour","21:06:32","05-08","21",1,"May",21,"0",10.4871953778512
2021-05-14 19:36:44,1922,"Member",17.8,0,"NonPeak","Non-Rush Hour","19:36:44","05-14","19",1,"May",32,"0",11.3484597979819
2021-05-07 11:56:15,61,"Member",9.7,0,"NonPeak","Non-Rush Hour","11:56:15","05-07","11",1,"May",1,"0",5.09586567433364
2021-05-14 18:20:19,705,"Member",17.8,0,"PM","Rush Hour","18:20:19","05-14","18",1,"May",11,"0",9.30131909708236
2021-05-21 18:04:39,1570,"Member",25.3,0,"PM","Rush Hour","18:04:39","05-21","18",1,"May",26,"0",10.918687263593
2021-05-28 17:24:27,132,"Member",7.8,0,"PM","Rush Hour","17:24:27","05-28","17",1,"May",2,"0",6.31192483789308
2021-05-21 18:10:15,1134,"Member",25.3,0,"PM","Rush Hour","18:10:15","05-21","18",1,"May",18,"0",10.2456816967855
2021-05-28 16:31:29,1288,"Member",7.8,0,"PM","Rush Hour","16:31:29","05-28","16",1,"May",21,"0",10.5064805718023
2021-06-18 08:32:20,538,"Member",21.2,1,"AM","Rush Hour","08:32:20","06-18","08",1,"Jun",8,"0",8.78408300945685
2021-06-18 09:28:46,939,"Member",21.2,1,"AM","Rush Hour","09:28:46","06-18","09",1,"Jun",15,"0",9.86534714250757
2021-06-18 08:31:19,1137,"Member",21.2,1,"AM","Rush Hour","08:31:19","06-18","08",1,"Jun",18,"0",10.2510586851076
2021-06-18 09:19:47,1079,"Member",21.2,1,"AM","Rush Hour","09:19:47","06-18","09",1,"Jun",17,"0",10.1447662941041
2021-06-11 07:25:30,206,"Member",19.7,1,"AM","Rush Hour","07:25:30","06-11","07",1,"Jun",3,"0",7.05739576733617
2021-06-11 21:04:23,425,"Member",19.7,1,"NonPeak","Non-Rush Hour","21:04:23","06-12","21",1,"Jun",7,"0",8.34437649740008
2021-06-11 22:00:53,501,"Member",19.7,1,"NonPeak","Non-Rush Hour","22:00:53","06-12","22",1,"Jun",8,"0",8.65009234765207
2021-06-11 14:40:41,111,"Member",19.7,1,"NonPeak","Non-Rush Hour","14:40:41","06-11","14",1,"Jun",1,"0",6.03064923342238
2021-06-11 12:51:29,164,"Member",19.7,1,"NonPeak","Non-Rush Hour","12:51:29","06-11","12",1,"Jun",2,"0",6.67130823184216
2021-06-25 21:36:50,472,"Member",22.2,0,"NonPeak","Non-Rush Hour","21:36:50","06-26","21",1,"Jun",7,"0",8.53870202205672
2021-06-18 18:54:26,266,"Member",21.2,1,"PM","Rush Hour","18:54:26","06-18","18",1,"Jun",4,"0",7.50094096627962
2021-06-11 17:01:32,2114,"Member",19.7,1,"PM","Rush Hour","17:01:32","06-11","17",1,"Jun",35,"0",11.5538077625906
2021-06-04 16:11:27,95,"Member",22,0,"PM","Rush Hour","16:11:27","06-04","16",1,"Jun",1,"0",5.78213743984496
2021-06-11 15:24:57,314,"Member",19.7,1,"PM","Rush Hour","15:24:57","06-11","15",1,"Jun",5,"0",7.79498955281274
2021-06-11 18:40:59,493,"Member",19.7,1,"PM","Rush Hour","18:40:59","06-11","18",1,"Jun",8,"0",8.61995529104459
2021-07-30 08:18:56,1794,"Member",16.5,0,"AM","Rush Hour","08:18:56","07-30","08",1,"Jul",29,"0",11.2010529749653
2021-07-09 07:30:40,196,"Member",18.1,0,"AM","Rush Hour","07:30:40","07-09","07",1,"Jul",3,"0",6.97237471163924
2021-07-30 07:07:33,537,"Member",16.5,0,"AM","Rush Hour","07:07:33","07-30","07",1,"Jul",8,"0",8.7805721176744
2021-07-02 07:36:06,1143,"Member",17.6,0,"AM","Rush Hour","07:36:06","07-02","07",1,"Jul",19,"0",10.2617745078886
2021-07-23 09:39:45,1054,"Member",21,0,"AM","Rush Hour","09:39:45","07-23","09",1,"Jul",17,"0",10.097358389838
2021-07-02 00:17:33,2081,"Member",17.6,0,"NonPeak","Non-Rush Hour","00:17:33","07-02","00",1,"Jul",34,"0",11.5197398857343
2021-07-16 14:30:45,278,"Member",22,0,"NonPeak","Non-Rush Hour","14:30:45","07-16","14",1,"Jul",4,"0",7.57867094218606
2021-07-30 01:20:59,323,"Member",16.5,0,"NonPeak","Non-Rush Hour","01:20:59","07-30","01",1,"Jul",5,"0",7.84557167879333
2021-07-16 19:15:40,696,"Member",22,0,"NonPeak","Non-Rush Hour","19:15:40","07-16","19",1,"Jul",11,"0",9.27641593857183
2021-07-30 21:34:35,848,"Member",16.5,0,"NonPeak","Non-Rush Hour","21:34:35","07-31","21",1,"Jul",14,"0",9.66287840032577
2021-07-23 17:32:56,1446,"Member",21,0,"PM","Rush Hour","17:32:56","07-23","17",1,"Jul",24,"0",10.7463893529891
2021-07-23 18:57:13,1503,"Member",21,0,"PM","Rush Hour","18:57:13","07-23","18",1,"Jul",25,"0",10.827176334162
2021-07-30 17:11:42,415,"Member",16.5,0,"PM","Rush Hour","17:11:42","07-30","17",1,"Jul",6,"0",8.300549380812
2021-07-09 17:22:40,336,"Member",18.1,0,"PM","Rush Hour","17:22:40","07-09","17",1,"Jul",5,"0",7.91644207461141
2021-07-09 17:23:28,1911,"Member",18.1,0,"PM","Rush Hour","17:23:28","07-09","17",1,"Jul",31,"0",11.3361443156049
2021-08-20 08:28:09,334,"Member",25.9,0,"AM","Rush Hour","08:28:09","08-20","08",1,"Aug",5,"0",7.90570115859755
2021-08-13 09:13:22,507,"Member",27,1,"AM","Rush Hour","09:13:22","08-13","09",1,"Aug",8,"0",8.6724125369544
2021-08-20 08:38:44,785,"Member",25.9,0,"AM","Rush Hour","08:38:44","08-20","08",1,"Aug",13,"0",9.51092676410794
2021-08-06 07:21:41,772,"Member",25.1,1,"AM","Rush Hour","07:21:41","08-06","07",1,"Aug",12,"0",9.47821231021938
2021-08-06 08:09:19,1306,"Member",25.1,1,"AM","Rush Hour","08:09:19","08-06","08",1,"Aug",21,"0",10.5351076392041
2021-08-20 14:44:24,424,"Member",25.9,0,"NonPeak","Non-Rush Hour","14:44:24","08-20","14",1,"Aug",7,"0",8.34003574845648
2021-08-20 23:10:05,925,"Member",25.9,0,"NonPeak","Non-Rush Hour","23:10:05","08-21","23",1,"Aug",15,"0",9.83537898135678
2021-08-06 20:26:39,1355,"Member",25.1,1,"NonPeak","Non-Rush Hour","20:26:39","08-07","20",1,"Aug",22,"0",10.6112769744738
2021-08-20 13:01:41,454,"Member",25.9,0,"NonPeak","Non-Rush Hour","13:01:41","08-20","13",1,"Aug",7,"0",8.46642690266734
2021-08-27 12:36:51,1140,"Member",21.2,0,"NonPeak","Non-Rush Hour","12:36:51","08-27","12",1,"Aug",19,"0",10.2564229342798
2021-08-06 17:00:34,214,"Member",25.1,1,"PM","Rush Hour","17:00:34","08-06","17",1,"Aug",3,"0",7.12278152146611
2021-08-13 17:02:18,801,"Member",27,1,"PM","Rush Hour","17:02:18","08-13","17",1,"Aug",13,"0",9.55052859358833
2021-08-27 16:29:11,324,"Member",21.2,0,"PM","Rush Hour","16:29:11","08-27","16",1,"Aug",5,"0",7.85111345093623
2021-08-13 18:57:25,1296,"Member",27,1,"PM","Rush Hour","18:57:25","08-13","18",1,"Aug",21,"0",10.51924782874
2021-08-13 18:31:59,304,"Member",27,1,"PM","Rush Hour","18:31:59","08-13","18",1,"Aug",5,"0",7.73723518477079
2021-09-24 09:13:32,774,"Member",18.3,1,"AM","Rush Hour","09:13:32","09-24","09",1,"Sep",12,"0",9.48327738674134
2021-09-03 08:20:29,471,"Member",18,0,"AM","Rush Hour","08:20:29","09-03","08",1,"Sep",7,"0",8.53475229488063
2021-09-10 06:37:01,781,"Member",17.1,1,"AM","Rush Hour","06:37:01","09-10","06",1,"Sep",13,"0",9.50091298047573
2021-09-24 06:36:00,352,"Member",18.3,1,"AM","Rush Hour","06:36:00","09-24","06",1,"Sep",5,"0",8.00035839071065
2021-09-10 07:35:37,651,"Member",17.1,1,"AM","Rush Hour","07:35:37","09-10","07",1,"Sep",10,"0",9.14738211786189
2021-09-17 14:08:43,1210,"Member",19.8,0,"NonPeak","Non-Rush Hour","14:08:43","09-17","14",1,"Sep",20,"0",10.3781184821016
2021-09-17 19:35:21,372,"Member",19.8,0,"NonPeak","Non-Rush Hour","19:35:21","09-17","19",1,"Sep",6,"0",8.10055918467196
2021-09-03 14:25:38,955,"Member",18,0,"NonPeak","Non-Rush Hour","14:25:38","09-03","14",1,"Sep",15,"0",9.89910852594399
2021-09-24 20:02:12,295,"Member",18.3,1,"NonPeak","Non-Rush Hour","20:02:12","09-25","20",1,"Sep",4,"0",7.68377694248624
2021-09-10 14:25:41,136,"Member",17.1,1,"NonPeak","Non-Rush Hour","14:25:41","09-10","14",1,"Sep",2,"0",6.36088488119337
2021-09-03 17:15:32,821,"Member",18,0,"PM","Rush Hour","17:15:32","09-03","17",1,"Sep",13,"0",9.59904274289808
2021-09-17 16:07:22,517,"Member",19.8,0,"PM","Rush Hour","16:07:22","09-17","16",1,"Sep",8,"0",8.70909052092778
2021-09-10 16:38:39,1711,"Member",17.1,1,"PM","Rush Hour","16:38:39","09-10","16",1,"Sep",28,"0",11.1003292913247
2021-09-03 16:36:51,419,"Member",18,0,"PM","Rush Hour","16:36:51","09-03","16",1,"Sep",6,"0",8.31819297200274
2021-09-24 18:29:03,613,"Member",18.3,1,"PM","Rush Hour","18:29:03","09-24","18",1,"Sep",10,"0",9.03201581949399
2021-10-01 08:14:05,1426,"Member",12.5,0,"AM","Rush Hour","08:14:05","10-01","08",1,"Oct",23,"0",10.7173634300999
2021-10-15 08:12:04,302,"Member",18.4,0,"AM","Rush Hour","08:12:04","10-15","08",1,"Oct",5,"0",7.72547972867943
2021-10-01 08:48:38,198,"Member",12.5,0,"AM","Rush Hour","08:48:38","10-01","08",1,"Oct",3,"0",6.98968607287341
2021-10-08 07:34:49,1250,"Member",15.4,0,"AM","Rush Hour","07:34:49","10-08","07",1,"Oct",20,"0",10.444845110604
2021-10-08 09:07:08,235,"Member",15.4,0,"AM","Rush Hour","09:07:08","10-08","09",1,"Oct",3,"0",7.28450389504121
2021-10-29 13:18:48,579,"Member",7.8,0,"NonPeak","Non-Rush Hour","13:18:48","10-29","13",1,"Oct",9,"0",8.92320774333091
2021-10-01 11:38:42,453,"Member",12.5,0,"NonPeak","Non-Rush Hour","11:38:42","10-01","11",1,"Oct",7,"0",8.46233651943562
2021-10-08 22:02:15,1151,"Member",15.4,0,"NonPeak","Non-Rush Hour","22:02:15","10-09","22",1,"Oct",19,"0",10.2759838798102
2021-10-22 20:00:30,513,"Member",8.7,1,"NonPeak","Non-Rush Hour","20:00:30","10-23","20",1,"Oct",8,"0",8.69449651400128
2021-10-15 20:01:27,528,"Member",18.4,0,"NonPeak","Non-Rush Hour","20:01:27","10-16","20",1,"Oct",8,"0",8.74870685215436
2021-10-01 16:48:30,736,"Member",12.5,0,"PM","Rush Hour","16:48:30","10-01","16",1,"Oct",12,"0",9.38496309942355
2021-10-29 17:25:59,470,"Member",7.8,0,"PM","Rush Hour","17:25:59","10-29","17",1,"Oct",7,"0",8.53079502171832
2021-10-22 18:49:23,716,"Member",8.7,1,"PM","Rush Hour","18:49:23","10-22","18",1,"Oct",11,"0",9.33137105581351
2021-10-08 15:41:25,973,"Member",15.4,0,"PM","Rush Hour","15:41:25","10-08","15",1,"Oct",16,"0",9.93648756780169
2021-10-22 17:58:45,268,"Member",8.7,1,"PM","Rush Hour","17:58:45","10-22","17",1,"Oct",4,"0",7.51411208351132
2021-05-03 09:46:27,698,"Member",7.6,0,"AM","Rush Hour","09:46:27","05-03","09",1,"May",11,"0",9.28197488773014
2021-05-10 08:30:57,750,"Member",11.4,0,"AM","Rush Hour","08:30:57","05-10","08",1,"May",12,"0",9.42170393766016
2021-05-31 08:47:06,908,"Member",15.7,0,"AM","Rush Hour","08:47:06","05-31","08",1,"May",15,"0",9.79843596253686
2021-05-31 09:12:09,190,"Member",15.7,0,"AM","Rush Hour","09:12:09","05-31","09",1,"May",3,"0",6.91947075234456
2021-05-03 09:51:27,442,"Member",7.6,0,"AM","Rush Hour","09:51:27","05-03","09",1,"May",7,"0",8.41679839019429
2021-05-24 21:35:59,292,"Member",14.4,0,"NonPeak","Non-Rush Hour","21:35:59","05-25","21",1,"May",4,"0",7.66563140985294
2021-05-10 14:10:20,807,"Member",11.4,0,"NonPeak","Non-Rush Hour","14:10:20","05-10","14",1,"May",13,"0",9.56519612844724
2021-05-31 12:53:28,307,"Member",15.7,0,"NonPeak","Non-Rush Hour","12:53:28","05-31","12",1,"May",5,"0",7.7547386587377
2021-05-24 12:07:14,1980,"Member",14.4,0,"NonPeak","Non-Rush Hour","12:07:14","05-24","12",1,"May",33,"1",11.4123666238796
2021-05-10 19:25:36,2579,"Member",11.4,0,"NonPeak","Non-Rush Hour","19:25:36","05-10","19",1,"May",42,"0",11.9890160276527
2021-05-24 17:45:10,338,"Member",14.4,0,"NonPeak","Rush Hour","17:45:10","05-24","17",1,"May",5,"1",7.9271256676012
2021-05-17 18:10:52,1272,"Member",17.9,1,"PM","Rush Hour","18:10:52","05-17","18",1,"May",21,"0",10.4807307378461
2021-05-10 18:40:15,911,"Member",11.4,0,"PM","Rush Hour","18:40:15","05-10","18",1,"May",15,"0",9.80500025386882
2021-05-17 17:36:58,1341,"Member",17.9,1,"PM","Rush Hour","17:36:58","05-17","17",1,"May",22,"0",10.5897703739755
2021-05-24 18:45:58,458,"Member",14.4,0,"NonPeak","Rush Hour","18:45:58","05-24","18",1,"May",7,"1",8.48270785606137
2021-06-28 08:11:02,499,"Member",27,1,"AM","Rush Hour","08:11:02","06-28","08",1,"Jun",8,"0",8.64259886479048
2021-06-28 07:20:03,1403,"Member",27,1,"AM","Rush Hour","07:20:03","06-28","07",1,"Jun",23,"0",10.6835276826624
2021-06-28 07:33:07,722,"Member",27,1,"AM","Rush Hour","07:33:07","06-28","07",1,"Jun",12,"0",9.34758852140132
2021-06-14 08:42:56,310,"Member",20.6,1,"AM","Rush Hour","08:42:56","06-14","08",1,"Jun",5,"0",7.77208903605192
2021-06-21 07:16:38,474,"Member",24.1,1,"AM","Rush Hour","07:16:38","06-21","07",1,"Jun",7,"0",8.54657895958771
2021-06-28 10:49:38,412,"Member",27,1,"NonPeak","Non-Rush Hour","10:49:38","06-28","10",1,"Jun",6,"0",8.28721607553147
2021-06-21 05:37:50,316,"Member",24.1,1,"NonPeak","Non-Rush Hour","05:37:50","06-21","05",1,"Jun",5,"0",7.80634162877715
2021-06-21 12:41:46,269,"Member",24.1,1,"NonPeak","Non-Rush Hour","12:41:46","06-21","12",1,"Jun",4,"0",7.52066453850402
2021-06-28 13:43:28,378,"Member",27,1,"NonPeak","Non-Rush Hour","13:43:28","06-28","13",1,"Jun",6,"0",8.129675140354
2021-06-07 03:13:25,1182,"Member",27.6,0,"NonPeak","Non-Rush Hour","03:13:25","06-07","03",1,"Jun",19,"0",10.3302195620382
2021-06-07 18:13:14,328,"Member",27.6,0,"PM","Rush Hour","18:13:14","06-07","18",1,"Jun",5,"0",7.87312787894501
2021-06-28 18:51:51,307,"Member",27,1,"PM","Rush Hour","18:51:51","06-28","18",1,"Jun",5,"0",7.7547386587377
2021-06-07 18:36:51,409,"Member",27.6,0,"PM","Rush Hour","18:36:51","06-07","18",1,"Jun",6,"0",8.27379520244157
2021-06-14 18:04:26,286,"Member",20.6,1,"PM","Rush Hour","18:04:26","06-14","18",1,"Jun",4,"0",7.62883188057656
2021-06-07 17:10:01,1394,"Member",27.6,0,"PM","Rush Hour","17:10:01","06-07","17",1,"Jun",23,"0",10.670151721409
2021-07-26 08:22:31,598,"Member",23.5,0,"AM","Rush Hour","08:22:31","07-26","08",1,"Jul",9,"0",8.98469876493337
2021-07-12 09:50:28,838,"Member",23.1,0,"AM","Rush Hour","09:50:28","07-12","09",1,"Jul",13,"0",9.63945149559911
2021-07-12 08:30:11,1768,"Member",23.1,0,"AM","Rush Hour","08:30:11","07-12","08",1,"Jul",29,"0",11.1699597403968
2021-07-19 09:19:00,1209,"Member",23.3,0,"AM","Rush Hour","09:19:00","07-19","09",1,"Jul",20,"0",10.3764250473065
2021-07-19 08:04:40,347,"Member",23.3,0,"AM","Rush Hour","08:04:40","07-19","08",1,"Jul",5,"0",7.97450943493199
2021-07-05 01:50:11,548,"Member",20.2,0,"NonPeak","Non-Rush Hour","01:50:11","07-05","01",1,"Jul",9,"0",8.81887289942251
2021-07-19 11:29:09,272,"Member",23.3,0,"NonPeak","Non-Rush Hour","11:29:09","07-19","11",1,"Jul",4,"0",7.54019134608335
2021-07-19 11:49:00,1435,"Member",23.3,0,"NonPeak","Non-Rush Hour","11:49:00","07-19","11",1,"Jul",23,"0",10.7304700896252
2021-07-26 19:34:59,486,"Member",23.5,0,"NonPeak","Non-Rush Hour","19:34:59","07-26","19",1,"Jul",8,"0",8.59322252774749
2021-07-12 21:23:54,1649,"Member",23.1,0,"NonPeak","Non-Rush Hour","21:23:54","07-13","21",1,"Jul",27,"0",11.0221821124899
2021-07-19 17:24:14,601,"Member",23.3,0,"PM","Rush Hour","17:24:14","07-19","17",1,"Jul",10,"0",8.99424687918957
2021-07-05 17:50:34,213,"Member",20.2,0,"PM","Rush Hour","17:50:34","07-05","17",1,"Jul",3,"0",7.11472967447429
2021-07-26 17:45:19,376,"Member",23.5,0,"PM","Rush Hour","17:45:19","07-26","17",1,"Jul",6,"0",8.12001627715916
2021-07-19 18:17:54,345,"Member",23.3,0,"PM","Rush Hour","18:17:54","07-19","18",1,"Jul",5,"0",7.96407600119267
2021-07-05 18:56:24,329,"Member",20.2,0,"PM","Rush Hour","18:56:24","07-05","18",1,"Jul",5,"0",7.87859376287041
